State,Number,Summary,Bill Type,Date,Status,Youth State Risk,Adult State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,Bill ID,PDF,Bill Analysis (AI Automated),Bill PDF
Arizona,SB1125,Internet; material harmful to minors,Online Obscenity Law,2/28/2024,"House JUD Committee action: Held, voting: (0-0-0-0-0-0)",Low,Low,Passed one chamber but failed at sine die 6/15/24,https://legiscan.com/AZ/bill/SB1125/2024,"Wendy Rogers, David Farnsworth, Anthony Kern, Justine Wadsack, John Gillette","Hearing 2024-01-29 14:00 SHR 2, Hearing 2024-02-05 13:00 Caucus Room 1, Hearing 2024-02-28 09:00 HHR 4","S 2024-01-22 Introduced in Senate and read first time, S 2024-01-22 Assigned to Senate TTMC Committee, S 2024-01-22 Assigned to Senate RULES Committee, S 2024-01-23 Senate read second time, S 2024-01-29 Senate TTMC Committee action: Do Pass, voting: (3-2-2-0), S 2024-02-05 Senate RULES Committee action: Proper For Consideration, voting: (4-3-0-0), S 2024-02-05 Senate consent calendar, S 2024-02-06 Senate minority caucus: Do pass, S 2024-02-06 Senate majority caucus: Do pass, S 2024-02-19 Senate Committee of the Whole action: Do Pass, S 2024-02-19 Senate third reading PASSED voting: (16-12-2-0), H 2024-02-20 Transmit to House, H 2024-02-22 Introduced in House and read first time, H 2024-02-22 Assigned to House JUD Committee, H 2024-02-22 Assigned to House RULES Committee, H 2024-02-26 House read second time, H 2024-02-28 House JUD Committee action: Held, voting: (0-0-0-0-0-0)",Failed,eba50da18b2ecb2af72d6ac29dd7534e,1819320,"https://www.azleg.gov/legtext/56leg/2r/bills/sb1125p.htm, https://www.azleg.gov/legtext/56leg/2r/bills/sb1125s.htm",,https://drive.google.com/open?id=1Xq3BqYyfxtJrzK3oMlpMDcEnpYBZxJWV
Arizona,SB1166,Pronouns; names; sex; school policies,Forced Outing By Schools,3/26/2024,House minority caucus: Do pass,Low,Low,Passed one chamber but failed at sine die 6/15/24,https://legiscan.com/AZ/bill/SB1166/2024,John Kavanagh,"Hearing 2024-02-07 13:00 SHR 1, Hearing 2024-02-12 13:00 Caucus Room 1, Hearing 2024-03-25 13:30 HHR 1, Hearing 2024-03-26 13:00 HHR 4","S 2024-01-22 Introduced in Senate and read first time, S 2024-01-22 Assigned to Senate ED Committee, S 2024-01-22 Assigned to Senate RULES Committee, S 2024-01-23 Senate read second time, S 2024-02-07 Senate ED Committee action: Do Pass, voting: (4-3-0-0), S 2024-02-12 Senate RULES Committee action: Proper For Consideration, voting: (4-3-0-0), S 2024-02-12 Senate consent calendar, S 2024-02-13 Senate majority caucus: Do pass, S 2024-02-13 Senate minority caucus: Do pass, S 2024-02-26 Senate Committee of the Whole action: Do Pass, S 2024-02-26 Senate third reading PASSED voting: (16-13-1-0), H 2024-02-27 Transmit to House, H 2024-02-28 Introduced in House and read first time, H 2024-02-28 Assigned to House ED Committee, H 2024-02-28 Assigned to House APPROP Committee, H 2024-02-28 Assigned to House RULES Committee, H 2024-02-29 House read second time, H 2024-03-18 House ED Committee action: Withdrawn, voting: (0-0-0-0-0-0), H 2024-03-25 House APPROP Committee action: Do Pass, voting: (10-7-0-0-0-0), H 2024-03-26 House RULES Committee action: constitutional and in proper form, voting: (6-3-0-0-0-0), H 2024-03-26 House consent calendar, H 2024-03-26 House majority caucus: Do pass, H 2024-03-26 House minority caucus: Do pass",Failed,ff85fb582dc90178e98efebbeb96f5be,1820239,"https://www.azleg.gov/legtext/56leg/2r/bills/sb1166p.htm, https://www.azleg.gov/legtext/56leg/2r/bills/sb1166s.htm",,https://drive.google.com/open?id=1q1frSAroWUbRZMv4c3WoUcZMyuVJo_MP
Arizona,SB1167,Social credit; discrimination; financial services,Social Credit Score,2/21/2024,House read second time,Low,Low,Passed one chamber but failed at sine die 6/15/24,https://legiscan.com/AZ/bill/SB1167/2024,John Kavanagh,"Hearing 2024-01-29 14:05 SHR 109, Hearing 2024-02-05 13:00 Caucus Room 1","S 2024-01-22 Introduced in Senate and read first time, S 2024-01-22 Assigned to Senate FICO Committee, S 2024-01-22 Assigned to Senate RULES Committee, S 2024-01-23 Senate read second time, S 2024-01-29 Senate FICO Committee action: Do Pass, voting: (4-3-0-0), S 2024-02-05 Senate RULES Committee action: Proper For Consideration, voting: (4-3-0-0), S 2024-02-05 Senate consent calendar, S 2024-02-06 Senate minority caucus: Do pass, S 2024-02-06 Senate majority caucus: Do pass, S 2024-02-15 Senate Committee of the Whole action: Do Pass, S 2024-02-15 Senate third reading PASSED voting: (16-10-4-0), H 2024-02-16 Transmit to House, H 2024-02-20 Introduced in House and read first time, H 2024-02-20 Assigned to House COM Committee, H 2024-02-20 Assigned to House RULES Committee, H 2024-02-21 House read second time",Failed,edcbbec30810bc61068d8d94ef3ca2bf,1820470,"https://www.azleg.gov/legtext/56leg/2r/bills/sb1167p.htm, https://www.azleg.gov/legtext/56leg/2r/bills/sb1167s.htm",,https://drive.google.com/open?id=156RNDxW0mh4qLszJ68D1vSLTyMHfFWft
Arizona,SB1182,Public schools; showers; reasonable accommodations,Trans Bathroom Ban,4/23/2024,Governor Vetoed,Low,Low,"""Arizona Accomodations for All Children Act""; public school bathroom ban.  Reminiscent of ADF's Student Physical Privacy Act",https://legiscan.com/AZ/bill/SB1182/2024,John Kavanagh,"Hearing 2024-02-07 13:00 SHR 1, Hearing 2024-02-12 13:00 Caucus Room 1, Hearing 2024-03-12 14:00 HHR 4, Hearing 2024-03-18 13:00 HHR 4","S 2024-01-24 Introduced in Senate and read first time, S 2024-01-24 Assigned to Senate ED Committee, S 2024-01-24 Assigned to Senate RULES Committee, S 2024-01-25 Senate read second time, S 2024-02-07 Senate ED Committee action: Do Pass, voting: (4-3-0-0), S 2024-02-12 Senate RULES Committee action: Proper For Consideration, voting: (4-3-0-0), S 2024-02-12 Senate consent calendar, S 2024-02-13 Senate majority caucus: Do pass, S 2024-02-13 Senate minority caucus: Do pass, S 2024-02-21 Senate Committee of the Whole action: Retained, S 2024-02-26 Senate Committee of the Whole action: Do Pass Amended, S 2024-02-26 Senate third reading PASSED voting: (16-13-1-0), H 2024-02-27 Transmit to House, H 2024-02-28 Introduced in House and read first time, H 2024-02-28 Assigned to House ED Committee, H 2024-02-28 Assigned to House RULES Committee, H 2024-02-29 House read second time, H 2024-03-12 House ED Committee action: Do Pass, voting: (6-4-0-0-0-0), H 2024-03-18 House RULES Committee action: constitutional and in proper form, voting: (6-1-0-2-0-0), H 2024-03-18 House consent calendar, H 2024-03-19 House majority caucus: Do pass, H 2024-03-19 House minority caucus: Do pass, H 2024-03-27 House Committee of the Whole action: Do Pass Amended, H 2024-04-03 House third reading PASSED voting: (31-28-0-0), S 2024-04-03 Transmit to Senate, S 2024-04-10 Senate Conference Committee recommended, S 2024-04-10 Senate minority caucus: Conference, S 2024-04-17 Senate concurs, S 2024-04-17 Senate final reading PASSED, voting: (16-14-0-0),  2024-04-17 Transmitted to Governor",Vetoed,74d5a50f30c4fd89b7a5c5bc9d771714,1823593,"https://www.azleg.gov/legtext/56leg/2r/bills/sb1182p.htm, https://www.azleg.gov/legtext/56leg/2r/bills/sb1182s.htm, https://www.azleg.gov/legtext/56leg/2r/bills/sb1182h.htm",,https://drive.google.com/open?id=1Y3h_Md39iWD-yKaOygHewg9AjKVTRGC4
Arizona,SB1298,Internet; material harmful to minors.,Online Obscenity Law,2/20/2024,Senate majority caucus: Do pass,Low,Low,Failed at crossover deadline 3/22/24,https://legiscan.com/AZ/bill/SB1298/2024,Anthony Kern,"Hearing 2024-02-12 14:00 SHR 2, Hearing 2024-02-15 13:30 SHR 2, Hearing 2024-02-19 13:00 Caucus Room 1","S 2024-01-30 Introduced in Senate and read first time, S 2024-01-30 Assigned to Senate TTMC Committee, S 2024-01-30 Assigned to Senate RULES Committee, S 2024-01-31 Senate read second time, S 2024-02-12 Senate TTMC Committee action: Do Pass, voting: (4-3-0-0), S 2024-02-19 Senate RULES Committee action: Proper For Consideration, voting: (4-3-0-0), S 2024-02-19 Senate consent calendar, S 2024-02-20 Senate minority caucus: Do pass, S 2024-02-20 Senate majority caucus: Do pass",Failed,029067f134e518d8faa275027ac8b35c,1827306,https://www.azleg.gov/legtext/56leg/2r/bills/sb1298p.htm,,https://drive.google.com/open?id=1yUzA9pa5DDAANG0_Bllg1tnzWbra6CUd
Arizona,SB1337,Financial services; social credit score,Social Credit Score,1/31/2024,Senate read second time,Low,Low,,https://legiscan.com/AZ/bill/SB1337/2024,"Frank Carroll, Sonny Borrelli, David Gowan, Sine Kerr, Warren Petersen, Janae Shamp, Thomas Shope, Selina Bliss, Kevin Payne, Michele Pena",,"S 2024-01-30 Introduced in Senate and read first time, S 2024-01-30 Assigned to Senate FICO Committee, S 2024-01-30 Assigned to Senate RULES Committee, S 2024-01-31 Senate read second time",Failed,4b77d35fd8885dd7e259f3f4f31e4dc8,1828306,https://www.azleg.gov/legtext/56leg/2r/bills/sb1337p.htm,,https://drive.google.com/open?id=13wBGVSZyNAuYzHSXoYNfkQVaPJGcZa_H
Arizona,SB1451,Parental consent; gender reassignment drugs,Gender Affirming Care Ban,6/14/2024,Assigned to Senate RULES Committee,Low,Low,GAC of a minor requires informed consent of a parent or guardian.; Failed at sine die 6/15/24,https://legiscan.com/AZ/bill/SB1451/2024,Thomas Shope,,,Failed,d780ed2c618dbe3e6ffd443c6ae4c0ac,1830481,https://www.azleg.gov/legtext/56leg/2r/bills/sb1451p.htm,,https://drive.google.com/open?id=1R3kfa5UEFN3mlZ9bYXeEnZMCLgMyVu5O
Arizona,SB1511,Insurance; gender surgeries; documentation; reports,Legal Discrimination in Healthcare,6/18/2024,Governor Vetoed,Low,Low,Insurers must cover detransition services and report a bunch of data related to such services to the state,https://legiscan.com/AZ/bill/SB1511/2024,"Janae Shamp, Frank Carroll, David Gowan, Sine Kerr",,,Vetoed,,,,,
Arizona,SB1628,Sex-based terms; laws; rules; regulations,End Legal Recognition,4/16/2024,Governor Vetoed,Low,Low,"Uses IWF and WoLF's ""Women's Bill of Rights"" language",https://legiscan.com/AZ/bill/SB1628/2024,"Sine Kerr, Ken Bennett, Shawnna Bolick, Sonny Borrelli, Frank Carroll, David Gowan, John Kavanagh, Javan Mesnard, Warren Petersen, Janae Shamp, Thomas Shope","Hearing 2024-02-13 13:30 SHR 1, Hearing 2024-02-19 13:00 Caucus Room 1, Hearing 2024-03-06 09:00 HHR 4, Hearing 2024-03-11 13:00 HHR 4","S 2024-02-05 Introduced in Senate and read first time, S 2024-02-05 Assigned to Senate HHS Committee, S 2024-02-05 Assigned to Senate RULES Committee, S 2024-02-06 Senate read second time, S 2024-02-13 Senate HHS Committee action: Do Pass, voting: (4-3-0-0), S 2024-02-19 Senate RULES Committee action: Proper For Consideration, voting: (4-3-0-0), S 2024-02-19 Senate consent calendar, S 2024-02-20 Senate minority caucus: Do pass, S 2024-02-20 Senate majority caucus: Do pass, S 2024-02-21 Senate Committee of the Whole action: Do Pass, S 2024-02-22 Senate third reading PASSED voting: (16-13-1-0), H 2024-02-22 Transmit to House, H 2024-02-28 Introduced in House and read first time, H 2024-02-28 Assigned to House JUD Committee, H 2024-02-28 Assigned to House RULES Committee, H 2024-02-29 House read second time, H 2024-03-06 House JUD Committee action: Do Pass, voting: (6-3-0-0-0-0), H 2024-03-11 House RULES Committee action: constitutional and in proper form, voting: (5-2-0-2-0-0), H 2024-03-11 House consent calendar, H 2024-03-12 House majority caucus: Do pass, H 2024-03-12 House minority caucus: Do pass, H 2024-03-27 House Committee of the Whole action: Do Pass, H 2024-04-03 House third reading PASSED voting: (31-28-0-0), S 2024-04-03 Transmit to Senate,  2024-04-10 Transmitted to Governor,  2024-04-16 Governor Vetoed",Vetoed,055c8a0684ba0963503b3f00d51f9d97,1831111,"https://www.azleg.gov/legtext/56leg/2r/bills/sb1628p.htm, https://www.azleg.gov/legtext/56leg/2r/bills/sb1628s.htm",,https://drive.google.com/open?id=1hkahC0_uOceDousycQOiaeG9QGkuImeK
Arizona,SCR1013,Schools; biological sex; requirements,Trans Bathroom Ban / Forced Outing By Schools / Pronoun Ban,2/26/2024,Senate third reading FAILED voting: (15-14-1-0),Low,Low,"Bathroom ban, pronoun ban, forced outing, constitutional ammendment attempt, ballot measure -Allison",https://legiscan.com/AZ/bill/SCR1013/2024,John Kavanagh,"Hearing 2024-02-07 13:00 SHR 1, Hearing 2024-02-12 13:00 Caucus Room 1","S 2024-01-24 Introduced in Senate and read first time, S 2024-01-24 Assigned to Senate ED Committee, S 2024-01-24 Assigned to Senate RULES Committee, S 2024-01-25 Senate read second time, S 2024-02-07 Senate ED Committee action: Do Pass, voting: (4-3-0-0), S 2024-02-12 Senate RULES Committee action: Proper For Consideration, voting: (4-3-0-0), S 2024-02-12 Senate consent calendar, S 2024-02-13 Senate majority caucus: Do pass, S 2024-02-13 Senate minority caucus: Do pass, S 2024-02-21 Senate Committee of the Whole action: Retained, S 2024-02-26 Senate Committee of the Whole action: Do Pass Amended, S 2024-02-26 Senate third reading FAILED voting: (15-14-1-0)",Failed,cf80dcc150882ef59489e82c4d80aa5a,1823780,"https://www.azleg.gov/legtext/56leg/2r/bills/scr1013p.htm, https://www.azleg.gov/legtext/56leg/2r/bills/scr1013s.htm",,https://drive.google.com/open?id=1k0Be6-gUFwqoFM4QpTdlrqc84EsipAVq
California,AB1314,Gender identity: parental notification.,Forced Outing By Schools,2/1/2024,From committee: Filed with the Chief Clerk pursuant to Joint Rule 56.,Safest,Safest,K12; Must notify parents within 3 days of student showing signs transness; Carried over from 2023,https://legiscan.com/CA/bill/AB1314/2023,"Bill Essayli, James Gallagher, Joe Patterson, Devon Mathis",,"A 2023-02-16 Read first time. To print., A 2023-02-17 From printer. May be heard in committee March 19., A 2023-03-09 Referred to Coms. on ED. and JUD., A 2023-03-09 From committee chair, with author's amendments: Amend, and re-refer to Com. on ED. Read second time and amended., A 2023-03-13 Re-referred to Com. on ED., A 2023-08-23 From committee chair, with author's amendments: Amend, and re-refer to Com. on ED. Read second time and amended., A 2023-08-24 Re-referred to Com. on ED.",Failed,24736f3ff0de0ff724cc3de1c1279085,1712059,"https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1314#99INT, https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1314#98AMD, https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB1314#97AMD",,
California,AB3146,Healing arts: sex-reassignment.,Gender Affirming Care Ban,2/17/2024,From printer. May be heard in committee March 18.,Safest,Safest,"Failed at crossover deadline 5/24/24; used ""sex-reassignment prescriptions or procedures"" a phrase which FL 2023 S254 also used.",https://legiscan.com/CA/bill/AB3146/2023,Bill Essayli,,"A 2024-02-16 Read first time. To print., A 2024-02-17 From printer. May be heard in committee March 18.",Failed,1247ba5a7f7e42be1948c8f045c263d3,1849455,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB3146#99INT,,https://drive.google.com/open?id=1S5DIvebb85WMlw0a2OqI5OthapNnVDFv
California,SB1435,"An act to add Section 18112 to the Education Code, relating to school materials.",Book Ban,4/24/2024,April 24 set for first hearing. Failed passage in committee. (Ayes 2. Noes 3. Page 3752.),Safest,Safest,"For K8 material; amended to replace word ""obscene"" with ""harmful""",https://legiscan.com/CA/bill/SB1435/2023,,,,Failed,,,,,
Colorado,HCR1005,"Submitting to the registered electors of the state of Colorado an amendment to the Colorado constitution concerning creating a parents' bill of rights, and, in connection therewith, establishing certain rights for parents, including the right to direct the parent's child's education, upbringing, and moral or religious training; to enroll the parent's child in a public school, private school, or any other school choice option; to consent to medical or mental health-care treatment for the parent's child; to be promptly notified if an employee of the state suspects that a criminal offense has been committed against the parent's child; to consent or withhold consent to the parent's child's participation in reproductive health and safety education programs; to seek medical or religious exemptions from immunization requirements; to opt out of data collection; to opt out of student information surveys; to review all available materials that the parent's child has borrowed from a school library or accessed in the classroom; to access the parent's child's education records or health records; and to be notified if the parent's child is experiencing gender incongruence.",Forced Outing By Schools,4/22/2024,"House Committee on State, Civic, Military, & Veterans Affairs Postpone Indefinitely",Safest,Safest,,https://legiscan.com/CO/bill/HCR1005/2024,,,,Failed,,,,,
Delaware,SB191,"This Act generally requires a student athlete to compete for athletic teams or in sports associated with their biological sex, as determined at or near birth and based on the students birth certificate or other government record if a birth certificate is unobtainable. An exception is permitted to allow female athletes to compete in male sports if a corresponding female sport is not available.",Sports Ban,6/21/2024,Introduced and Assigned to Education Committee in Senate,Low,Low,"A Fairness in Girls' Sports Act.  Applies to public (including charter school) athletic teams, boys and girls, though girls may join boys' teams if there's no girls' team equivalent for that sport.  ""Biological sex"" is defined by original birth certificate.; Failed at sine die 6/30/24",https://legiscan.com/DE/bill/SB191/2023,,,,Failed,,,,,
Delaware,SB315,This Act prohibits gender transition surgery for children due to the potential for an irrevocable procedure occurring when there is a significant probability that children will come to identify with their biological gender.,Gender Affirming Care Ban,6/6/2024,Introduced and Assigned to Health & Social Services Committee in Senate,Low,Low,A SAFE Act.; bans GAC for children; bans direct or indirect funding of the same; bans insurance in the state from carrying policies which cover the same.; Failed at sine die 6/30/2024,https://legiscan.com/DE/bill/SB315/2023,"Bryant Richardson, Jeff Hilovsky, Gerald Hocker, David Wilson, Richard Collins, Shannon Morris",,,Failed,,,,,
Florida,H0003,Online Protections for Minors,Online Obscenity Law,3/25/2024,Chapter No. 2024-42,DO NOT TRAVEL,DO NOT TRAVEL,Social media must terminate accounts of those under 14 y.o.; require parental consent for 14-15 y.o.; require age verification,https://legiscan.com/FL/bill/H0003/2024,"Judiciary Committee, Regulatory Reform & Economic Development Subcommittee, Chase Tramont, Toby Overdorf, Tyler Sirois, Fiona McFarland, Michele Rayner-Goolsby, Adam Anderson, Doug Bankson, Webster Barnaby, Mike Beltran, Dean Black, Adam Botana, Robert Brackett, James Buchanan, Jennifer Canady, Mike Caruso, Ryan Chamberlin, Kevin Chambliss, Linda Chaney, Thomas Fabricio, Alina Garcia, Karen Gonzalez Pittman, Peggy Gossett-Seidman, Tommy Gregory, Berny Jacques, Tom Leek, Vicki Lopez, Ralph Massullo, Stan McClain, Lauren Melo, Kiyan Michael, Jim Mooney, Bobby Payne, Jenna Persons-Mulicka, Rachel Plakon, Susan Plasencia, Rick Roth, Michelle Salzman, John Snyder, Kevin Steele, John Temple, Dana Trabulsy, Keith Truenow, Kaylee Tuck, Katherine Waldron, Taylor Yarkosky, Brad Yeager","Hearing 2024-01-11 11:00 , Hearing 2024-01-17 13:00 , Hearing 2024-02-15 12:00 412 Knott Building","H 2024-01-05 Filed, H 2024-01-09 Referred to Regulatory Reform & Economic Development Subcommittee, H 2024-01-09 Referred to Judiciary Committee, H 2024-01-09 Now in Regulatory Reform & Economic Development Subcommittee, H 2024-01-09 Added to Regulatory Reform & Economic Development Subcommittee agenda, H 2024-01-09 1st Reading (Original Filed Version), H 2024-01-11 Favorable with CS by Regulatory Reform & Economic Development Subcommittee, H 2024-01-11 Reported out of Regulatory Reform & Economic Development Subcommittee, H 2024-01-11 Laid on Table under Rule 7.18(a), H 2024-01-11 CS Filed, H 2024-01-11 1st Reading (Committee Substitute 1), H 2024-01-12 Referred to Judiciary Committee, H 2024-01-12 Now in Judiciary Committee, H 2024-01-12 Added to Judiciary Committee agenda, H 2024-01-17 Favorable with CS by Judiciary Committee, H 2024-01-17 Reported out of Judiciary Committee, H 2024-01-18 Laid on Table under Rule 7.18(a), H 2024-01-18 CS Filed, H 2024-01-18 Bill referred to House Calendar, H 2024-01-18 Bill added to Special Order Calendar (1/23/2024), H 2024-01-18 1st Reading (Committee Substitute 2), H 2024-01-23 Read 2nd time, H 2024-01-23 Placed on 3rd reading, H 2024-01-23 Added to Third Reading Calendar, H 2024-01-24 Read 3rd time, H 2024-01-24 CS passed; YEAS 119, NAYS 0, S 2024-01-24 In Messages, S 2024-01-25 Referred to Fiscal Policy, S 2024-01-25 Received, S 2024-02-12 On Committee agenda-- Fiscal Policy, 02/15/24, 12:00 pm, 412 Knott Building --Temporarily Postponed, S 2024-02-15 Placed on Special Order Calendar, 02/21/24 --If Received, S 2024-03-01 Withdrawn from Fiscal Policy, S 2024-03-01 Placed on Calendar, on 2nd reading, S 2024-03-01 Placed on Special Order Calendar, 03/04/24, S 2024-03-04 Read 2nd time, S 2024-03-04 Amendment(s) adopted (961382), S 2024-03-04 Read 3rd time, S 2024-03-04 CS passed as amended; YEAS 30 NAYS 5, H 2024-03-04 In Messages, H 2024-03-06 Added to Senate Message List, H 2024-03-06 Amendment 961382 Concur, H 2024-03-06 CS passed as amended; YEAS 109, NAYS 4, H 2024-03-06 Ordered engrossed, then enrolled,  2024-03-21 Signed by Officers and presented to Governor,  2024-03-25 Approved by Governor,  2024-03-25 Chapter No. 2024-42",Enacted,2f5aa39a83a0afae2514aedaa46f2c21,1799143,"https://www.flsenate.gov/Session/Bill/2024/3/BillText/Filed/PDF, https://www.flsenate.gov/Session/Bill/2024/3/BillText/c1/PDF, https://www.flsenate.gov/Session/Bill/2024/3/BillText/c2/PDF, https://www.flsenate.gov/Session/Bill/2024/3/BillText/e1/PDF, https://www.flsenate.gov/Session/Bill/2024/3/BillText/er/PDF",,https://drive.google.com/open?id=1UzXjvnLX6uUrz_YAJK3UOQsLt2vinJDY
